               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  80,            0.039841,           0.0024649,            0.001785,             0.68714,                0.55,             0.59208,             0.31893,            0.039844,           0.0012855,           0.0012997,           0.0080447,           0.0080447,           0.0080447
                  81,            0.039781,           0.0025114,           0.0017681,             0.69271,             0.54327,             0.59169,             0.31833,            0.039887,           0.0012855,           0.0012998,             0.00802,             0.00802,             0.00802
                  82,            0.039919,            0.002471,           0.0017883,              0.6884,             0.54485,             0.59224,             0.31773,            0.039896,           0.0012846,           0.0013057,           0.0079953,           0.0079953,           0.0079953
                  83,            0.039965,            0.002502,           0.0017441,             0.68455,             0.54692,             0.59451,             0.31963,             0.03987,           0.0012842,           0.0013077,           0.0079705,           0.0079705,           0.0079705
                  84,            0.039452,           0.0024334,            0.001745,             0.68575,             0.55262,             0.59558,              0.3196,            0.039827,           0.0012842,           0.0013093,           0.0079457,           0.0079457,           0.0079457
                  85,            0.039752,            0.002503,             0.00178,             0.69013,             0.54773,             0.59486,             0.32053,            0.039797,           0.0012841,           0.0013092,            0.007921,            0.007921,            0.007921
                  86,             0.03956,           0.0024725,            0.001752,             0.69457,             0.54827,             0.59538,             0.32031,            0.039774,           0.0012851,           0.0013056,           0.0078963,           0.0078963,           0.0078963
                  87,            0.039507,           0.0024859,           0.0018057,             0.69885,             0.54524,             0.59536,             0.32159,            0.039775,           0.0012849,           0.0013027,           0.0078715,           0.0078715,           0.0078715
                  88,            0.039166,           0.0024666,           0.0017478,             0.70134,             0.54165,             0.59401,             0.32091,            0.039798,           0.0012851,           0.0013007,           0.0078467,           0.0078467,           0.0078467
                  89,            0.039368,           0.0024554,           0.0017494,             0.70064,             0.54036,             0.59315,               0.322,            0.039775,           0.0012854,           0.0012999,            0.007822,            0.007822,            0.007822
                  90,             0.03927,           0.0024645,            0.001703,             0.70535,             0.54048,             0.59354,              0.3221,            0.039782,           0.0012848,            0.001302,           0.0077973,           0.0077973,           0.0077973
                  91,            0.039296,           0.0024857,           0.0016891,              0.6981,             0.54501,             0.59402,             0.32339,            0.039787,           0.0012834,           0.0013019,           0.0077725,           0.0077725,           0.0077725
                  92,            0.038833,           0.0024681,           0.0016936,             0.70511,             0.54605,              0.5953,             0.32455,            0.039795,           0.0012832,           0.0013012,           0.0077478,           0.0077478,           0.0077478
                  93,            0.038992,           0.0024679,           0.0016829,             0.70677,             0.54272,             0.59593,             0.32553,             0.03979,            0.001283,           0.0012996,            0.007723,            0.007723,            0.007723
                  94,            0.039471,           0.0024746,            0.001708,             0.70088,             0.54159,              0.5969,             0.32468,            0.039782,            0.001283,           0.0013004,           0.0076983,           0.0076983,           0.0076983
                  95,            0.039015,           0.0024664,           0.0016973,             0.70823,             0.54331,             0.59782,             0.32536,             0.03977,           0.0012825,           0.0013001,           0.0076735,           0.0076735,           0.0076735
                  96,            0.038693,           0.0024668,           0.0016864,             0.70255,              0.5449,             0.59858,             0.32638,             0.03975,           0.0012823,           0.0012991,           0.0076488,           0.0076488,           0.0076488
                  97,            0.038848,           0.0024626,           0.0016974,             0.69721,             0.54529,             0.59891,               0.327,            0.039739,           0.0012818,           0.0012959,            0.007624,            0.007624,            0.007624
                  98,            0.038815,           0.0024635,           0.0016832,             0.69579,             0.54596,              0.5988,             0.32664,            0.039733,            0.001282,            0.001294,           0.0075993,           0.0075993,           0.0075993
                  99,            0.038858,           0.0024404,           0.0016747,             0.70249,             0.54763,             0.59878,             0.32728,            0.039737,           0.0012826,            0.001292,           0.0075745,           0.0075745,           0.0075745
                 100,             0.03882,           0.0024668,           0.0016664,             0.70475,             0.54846,             0.59915,             0.32693,            0.039735,           0.0012829,           0.0012885,           0.0075498,           0.0075498,           0.0075498
                 101,            0.038489,           0.0024635,           0.0016271,             0.70127,             0.54904,             0.59914,             0.32659,             0.03973,           0.0012831,            0.001287,            0.007525,            0.007525,            0.007525
                 102,            0.038526,           0.0024615,           0.0016456,             0.70853,             0.55148,             0.59927,              0.3274,            0.039723,           0.0012832,           0.0012852,           0.0075003,           0.0075003,           0.0075003
                 103,            0.038595,           0.0024493,           0.0016369,             0.70789,             0.55052,             0.59861,             0.32689,             0.03971,           0.0012835,            0.001285,           0.0074755,           0.0074755,           0.0074755
                 104,            0.038455,           0.0024654,           0.0016949,              0.7046,             0.55042,             0.60008,             0.32866,            0.039699,           0.0012833,           0.0012833,           0.0074507,           0.0074507,           0.0074507
                 105,            0.038452,           0.0024524,           0.0016184,             0.70155,             0.55048,             0.60072,             0.32899,            0.039696,           0.0012834,           0.0012807,            0.007426,            0.007426,            0.007426
                 106,            0.038403,           0.0024639,           0.0016507,             0.70296,             0.55071,              0.6018,             0.32943,            0.039686,           0.0012836,           0.0012773,           0.0074013,           0.0074013,           0.0074013
                 107,            0.038039,           0.0024398,           0.0016047,              0.7003,             0.55106,             0.60066,             0.32964,            0.039674,           0.0012834,            0.001275,           0.0073765,           0.0073765,           0.0073765
                 108,            0.038244,           0.0024456,           0.0016252,             0.70125,             0.55841,             0.60084,             0.32943,            0.039669,           0.0012836,           0.0012724,           0.0073517,           0.0073517,           0.0073517
                 109,            0.037957,           0.0024179,           0.0016093,             0.69902,             0.55804,             0.60156,             0.32937,            0.039662,           0.0012834,           0.0012703,            0.007327,            0.007327,            0.007327
                 110,            0.038228,           0.0024071,           0.0016759,             0.69903,             0.55789,             0.60137,             0.32978,            0.039657,           0.0012835,           0.0012682,           0.0073023,           0.0073023,           0.0073023
                 111,            0.038269,            0.002421,           0.0016203,             0.69856,             0.55777,             0.60173,             0.32961,             0.03966,           0.0012834,           0.0012674,           0.0072775,           0.0072775,           0.0072775
                 112,            0.038061,           0.0024249,           0.0016463,             0.69851,             0.55846,              0.6016,             0.32942,            0.039655,           0.0012836,           0.0012668,           0.0072527,           0.0072527,           0.0072527
                 113,            0.038077,           0.0024624,           0.0016241,             0.70074,             0.55846,             0.60113,             0.32918,            0.039655,            0.001284,           0.0012666,            0.007228,            0.007228,            0.007228
                 114,            0.038099,           0.0023979,           0.0016252,             0.70312,             0.55508,             0.60147,             0.32907,            0.039649,           0.0012838,           0.0012666,           0.0072033,           0.0072033,           0.0072033
                 115,              0.0378,           0.0024048,           0.0016103,             0.70103,              0.5568,             0.60179,             0.32916,            0.039655,           0.0012839,           0.0012656,           0.0071785,           0.0071785,           0.0071785
                 116,            0.037844,           0.0024034,           0.0015887,             0.70102,              0.5578,             0.60252,             0.33051,            0.039662,           0.0012842,           0.0012648,           0.0071538,           0.0071538,           0.0071538
                 117,            0.037862,           0.0024399,           0.0015494,             0.70134,             0.55846,             0.60433,             0.33089,            0.039668,           0.0012845,           0.0012637,            0.007129,            0.007129,            0.007129
                 118,             0.03768,           0.0024105,            0.001592,             0.69909,              0.5613,             0.60493,             0.33094,            0.039677,           0.0012844,           0.0012641,           0.0071042,           0.0071042,           0.0071042
                 119,            0.037392,           0.0024001,           0.0015812,              0.6964,              0.5603,             0.60532,             0.33093,            0.039677,           0.0012848,           0.0012639,           0.0070795,           0.0070795,           0.0070795
                 120,            0.037647,           0.0024149,           0.0015622,             0.69428,             0.56315,             0.60617,             0.33093,            0.039676,            0.001285,           0.0012647,           0.0070547,           0.0070547,           0.0070547
                 121,            0.037468,           0.0024057,           0.0015841,             0.69777,             0.56342,             0.60683,             0.33087,             0.03968,           0.0012855,            0.001265,             0.00703,             0.00703,             0.00703
                 122,             0.03756,           0.0024056,           0.0015707,             0.69611,              0.5634,             0.60656,             0.33133,             0.03968,           0.0012854,           0.0012652,           0.0070053,           0.0070053,           0.0070053
                 123,            0.037509,           0.0024204,           0.0015796,             0.69653,             0.56364,             0.60652,             0.33132,             0.03968,           0.0012856,           0.0012664,           0.0069805,           0.0069805,           0.0069805
                 124,            0.037718,           0.0024032,           0.0016116,             0.69727,             0.56424,             0.60617,             0.33091,            0.039679,           0.0012856,           0.0012662,           0.0069558,           0.0069558,           0.0069558
                 125,            0.037504,            0.002408,           0.0016018,             0.69723,             0.56441,             0.60685,             0.33149,            0.039677,           0.0012858,           0.0012663,            0.006931,            0.006931,            0.006931
                 126,            0.037559,           0.0023866,           0.0015627,             0.69692,             0.56393,             0.60631,             0.33106,            0.039677,           0.0012855,            0.001267,           0.0069063,           0.0069063,           0.0069063
                 127,             0.03739,            0.002398,           0.0015766,             0.69654,             0.56427,             0.60627,              0.3311,            0.039678,           0.0012857,           0.0012678,           0.0068815,           0.0068815,           0.0068815
                 128,            0.037093,           0.0023979,           0.0015396,             0.69664,              0.5645,             0.60615,             0.33122,             0.03968,           0.0012857,           0.0012679,           0.0068568,           0.0068568,           0.0068568
                 129,            0.037306,           0.0024346,           0.0015371,             0.69743,             0.56364,             0.60573,             0.33051,            0.039681,           0.0012859,            0.001268,            0.006832,            0.006832,            0.006832
                 130,            0.037146,           0.0024391,           0.0015511,             0.69982,             0.56189,             0.60587,             0.33113,            0.039685,           0.0012858,           0.0012681,           0.0068073,           0.0068073,           0.0068073
                 131,             0.03676,           0.0023836,           0.0015384,             0.70124,             0.56101,             0.60608,             0.33097,             0.03969,           0.0012857,            0.001268,           0.0067825,           0.0067825,           0.0067825
                 132,            0.037125,           0.0024365,           0.0015677,             0.70133,             0.55877,             0.60619,             0.33119,            0.039691,           0.0012858,           0.0012679,           0.0067577,           0.0067577,           0.0067577
                 133,            0.036796,           0.0023897,           0.0015081,             0.70042,             0.56072,              0.6064,             0.33156,            0.039689,           0.0012856,           0.0012676,            0.006733,            0.006733,            0.006733
                 134,            0.036777,            0.002417,           0.0015403,             0.70039,             0.56241,             0.60665,             0.33225,            0.039684,           0.0012856,           0.0012667,           0.0067082,           0.0067082,           0.0067082
                 135,            0.036729,            0.002393,           0.0015272,             0.69891,             0.56305,             0.60706,             0.33276,            0.039684,           0.0012853,           0.0012662,           0.0066835,           0.0066835,           0.0066835
                 136,            0.036444,           0.0024095,           0.0014989,             0.69927,             0.56268,             0.60792,             0.33385,            0.039687,           0.0012856,           0.0012662,           0.0066587,           0.0066587,           0.0066587
                 137,            0.036499,            0.002385,           0.0015048,             0.69698,             0.56762,             0.60821,             0.33482,            0.039686,           0.0012854,           0.0012662,            0.006634,            0.006634,            0.006634
                 138,            0.036581,           0.0023799,           0.0015144,             0.69751,             0.56623,             0.60856,             0.33494,            0.039691,           0.0012854,           0.0012661,           0.0066092,           0.0066092,           0.0066092
                 139,            0.036456,           0.0023928,            0.001501,             0.69653,             0.56821,             0.60874,              0.3344,             0.03969,           0.0012854,           0.0012655,           0.0065845,           0.0065845,           0.0065845
                 140,            0.036737,           0.0024035,           0.0015151,             0.69893,             0.56659,             0.60915,             0.33427,            0.039695,           0.0012856,           0.0012647,           0.0065598,           0.0065598,           0.0065598
                 141,            0.036229,            0.002358,           0.0014988,             0.69615,             0.56945,             0.60945,              0.3343,            0.039695,           0.0012858,           0.0012639,            0.006535,            0.006535,            0.006535
                 142,            0.036736,           0.0023841,           0.0015189,             0.69797,             0.56806,             0.60954,             0.33448,              0.0397,           0.0012858,           0.0012639,           0.0065102,           0.0065102,           0.0065102
                 143,            0.036446,           0.0023903,           0.0014825,             0.69773,              0.5685,             0.61131,             0.33608,            0.039702,           0.0012857,           0.0012638,           0.0064855,           0.0064855,           0.0064855
                 144,            0.036549,           0.0023541,           0.0015091,             0.69786,             0.57083,             0.61136,             0.33605,            0.039706,           0.0012859,           0.0012637,           0.0064608,           0.0064608,           0.0064608
                 145,            0.036226,           0.0023776,           0.0014937,             0.69671,             0.56922,             0.61229,             0.33632,             0.03971,           0.0012861,           0.0012634,            0.006436,            0.006436,            0.006436
                 146,            0.036349,           0.0024002,           0.0015027,             0.69401,             0.56748,             0.61189,             0.33626,            0.039714,           0.0012859,           0.0012633,           0.0064112,           0.0064112,           0.0064112
                 147,            0.036184,           0.0023728,           0.0014909,             0.69357,              0.5669,             0.61217,             0.33645,            0.039719,            0.001286,           0.0012627,           0.0063865,           0.0063865,           0.0063865
                 148,            0.036244,           0.0023685,           0.0014855,              0.6975,              0.5663,             0.61241,             0.33654,             0.03972,           0.0012861,           0.0012623,           0.0063618,           0.0063618,           0.0063618
                 149,            0.036286,            0.002347,           0.0015056,             0.69386,             0.56681,              0.6124,             0.33672,             0.03972,           0.0012864,           0.0012619,            0.006337,            0.006337,            0.006337
                 150,            0.036038,           0.0023935,           0.0014816,             0.69603,             0.56768,             0.61252,               0.337,            0.039719,           0.0012862,           0.0012614,           0.0063122,           0.0063122,           0.0063122
                 151,            0.035872,            0.002352,           0.0014564,             0.69589,             0.56778,             0.61259,             0.33723,            0.039718,            0.001286,           0.0012611,           0.0062875,           0.0062875,           0.0062875
